Gender;Age;Employment Status;Education;Matrial Status;Income;LoanApproved
Female;23;Part time;Medium;DP;Low;No
Male;37;Full time;High;Married;Low;Yes 
Male;52;Prefer not to answer;Medium;Married;Low;No
Male;53;Full time;High;Married;High;No
Male;50;Full time;Medium;Single;Medium;Yes 
Male;53;Part time;Medium;Married;Medium;Yes 
Male;38;Self employed;High;DP;High;No
Male;52;Full time;Medium;Divorced;Medium;No
Female;28;Full time;High;Single;High;No
Female;41;Unemployed;High;Married;Medium;No
Female;26;A student;High;Single;Medium;No
Male;20;A student;High;Single;Medium;No
Female;43;Full time;Medium;DP;Medium;Yes 
Male;37;Full time;High;Married;High;Yes 
Male;43;Full time;High;Married;High;Yes 
Female;36;Full time;Medium;Divorced;Medium;Yes 
Male;30;Full time;High;Single;Low;No
Male;26;Unemployed;Low;Single;Low;No
Female;38;Part time;Medium;Married;Medium;No
Male;38;Full time;High;Married;Medium;No
Male;57;Full time;High;Married;Medium;Yes 
Male;48;Full time;Medium;Married;Medium;Yes 
Male;30;Part time;Low;DP;Low;Yes 
Male;32;Full time;High;Married;High;No
Male;32;Full time;Medium;DP;Medium;No
Male;29;Full time;High;Married;High;Yes 
Female;31;Full time;Medium;DP;Low;No
Female;50;Part time;Low;Married;Medium;No
Male;30;Full time;Low;DP;Medium;Yes 
Male;27;Full time;High;Married;High;Yes 
Male;39;Full time;Low;Single;Low;Yes 
Male;38;Full time;High;Single;High;No
Male;36;Full time;High;DP;Medium;No
Female;35;Full time;High;Married;High;No
Male;38;Full time;High;Single;High;Yes 
Female;58;Retired;Low;Divorced;Low;Yes 
Male;36;Unemployed;Low;Single;Low;No
Male;47;Full time;Medium;Widowed;High;No
Male;43;Part time;Low;Married;Low;Yes 
Female;63;Retired;Medium;Married;Low;No
Male;41;Full time;High;Married;High;Yes 
Female;30;Full time;High;Married;Medium;Yes 
Female;33;Unemployed;High;Married;Medium;Yes 
Female;53;Full time;High;Married;Medium;Yes 
Male;57;Full time;High;Married;High;No
Female;36;Full time;High;Married;High;No
Female;40;Unemployed;High;Single;Low;Yes 
Female;21;Self employed;Medium;Single;Low;Yes 
Male;37;Full time;High;Married;High;No
Female;32;Unemployed;Low;Married;Low;Yes 
Male;60;Full time;High;Married;High;Yes 
Male;54;Prefer not to answer;High;Married;High;Yes 
Female;36;Full time;High;Married;High;No
Female;59;Retired;Low;Divorced;Low;No
Male;54;Full time;High;Married;Medium;No
Female;56;Unemployed;Medium;Married;Low;Yes 
Female;59;Retired;Low;Married;Low;Yes 
Female;28;Full time;Medium;Married;High;Yes 
Female;41;Full time;Medium;DP;Medium;No
Female;44;Full time;High;Single;Medium;No
Female;41;Full time;High;Married;High;No
Female;36;Full time;High;Married;High;No
Male;29;Full time;High;Single;High;No
Male;32;Full time;High;Single;High;No
Female;26;Full time;Medium;Married;High;Yes 
Male;42;Part time;High;Married;High;Yes 
Male;53;Self employed;Medium;Married;Low;No
Female;64;Full time;Low;Married;Medium;Yes 
Female;24;Full time;High;Single;Medium;No
Female;27;Full time;High;Married;High;Yes 
Female;34;Unemployed;High;Single;Medium;Yes 
Male;55;Full time;High;Married;Low;No
Female;62;Retired;Low;Married;High;Yes 
Male;45;Self employed;High;DP;Medium;Yes 
Male;42;Full time;Medium;Married;High;Yes 
Female;32;Full time;High;Married;High;Yes 
Male;62;Retired;High;Married;High;No
Male;34;Full time;High;Single;High;No
Female;29;Part time;Medium;Married;Medium;Yes 
Male;20;A student;Medium;Single;Medium;No
Female;38;Unemployed;High;Married;Medium;Yes 
Female;42;Full time;Medium;Single;Medium;Yes 
Male;52;Retired;Medium;Married;Medium;No
Female;30;Unemployed;Medium;Married;Medium;No
Female;24;A student;Low;Single;High;Yes 
Female;57;Retired;Medium;Married;Low;Yes 
Male;29;Full time;Low;Single;Low;No
Male;53;Full time;High;Married;Medium;Yes 
Female;41;Full time;High;Single;Medium;No
Male;42;Self employed;Low;Married;High;No
Male;20;A student;High;Single;Medium;No
Male;26;Prefer not to answer;High;Single;Low;No
Female;26;Full time;High;Single;Medium;Yes 
Male;26;Unemployed;Low;Single;High;No
Female;29;Full time;High;Single;High;No
Male;21;A student;Medium;Single;Low;Yes 
Male;53;Retired;Low;DP;Medium;Yes 
Female;30;Full time;Low;DP;Medium;No
Male;55;Part time;High;Single;Low;Yes 
Male;37;Full time;High;Married;High;No
Male;34;Full time;Medium;Married;Low;No
Male;55;Part time;Low;Married;Medium;Yes 
Female;31;A student;Low;DP;Low;No
Female;45;Part time;High;DP;Low;Yes 
Male;64;Retired;High;Married;High;Yes 
Female;43;Full time;High;Married;High;No
Female;46;Full time;Low;Divorced;Medium;Yes 
Male;37;Full time;Medium;Married;High;Yes 
Female;26;Full time;High;Married;High;No
Female;51;Retired;High;Divorced;High;Yes 
Male;62;Full time;Low;Married;Medium;Yes 
Female;51;Full time;Low;Married;Medium;No
Male;44;Full time;Low;Single;Low;Yes 
Female;34;Full time;High;Married;High;No
Male;58;Unemployed;High;Single;Low;No
Male;55;Full time;Medium;Married;Medium;Yes 
Female;39;Full time;High;Married;High;Yes 
Male;28;Full time;High;Single;High;Yes 
Female;33;Full time;High;Married;Medium;Yes 
Male;38;Full time;Medium;Married;High;No
Female;61;Retired;High;DP;Medium;Yes 
Female;60;Retired;Medium;Married;Medium;Yes 
Female;36;Unemployed;Low;Single;Low;No
Female;30;Unemployed;High;Divorced;Medium;Yes 
Female;38;Full time;High;Married;High;Yes 
Male;35;Full time;Medium;Married;High;No
Male;43;Prefer not to answer;Low;Single;Low;Yes 
Female;34;Full time;Low;Married;Medium;No
Male;53;Unemployed;Low;Married;Low;Yes 
Female;53;Unemployed;Medium;Married;High;No
Male;31;Full time;High;Married;Low;No
Female;58;Full time;High;DP;Medium;No
Female;58;Unemployed;High;Single;Low;No
Female;25;Full time;High;DP;Low;Yes 
Male;38;Full time;Medium;Married;Medium;Yes 
Female;51;Full time;High;Married;High;Yes 
Female;30;Full time;High;Married;High;No
Female;41;Full time;High;Married;High;Yes 
Female;29;Full time;High;DP;High;No
Female;38;Full time;High;Married;High;Yes 
Female;51;Full time;High;Married;High;Yes 
Female;29;Full time;High;Married;High;No
Male;33;Full time;High;Married;Medium;No
Female;58;Full time;High;Married;High;No
Male;43;Full time;High;Married;Medium;No
Male;59;Retired;Medium;Married;Low;Yes 
Female;52;Prefer not to answer;Low;Married;Low;No
Male;30;Full time;High;Married;High;No
Male;44;Full time;Medium;Married;High;Yes 
Female;45;Full time;Medium;DP;Low;No
Male;49;Full time;High;DP;High;Yes 
Female;59;Full time;Low;Married;High;No
Male;39;Full time;High;Married;High;Yes 
Female;34;Retired;Medium;DP;High;No
Male;59;Full time;Medium;Married;High;No
Male;39;Prefer not to answer;Medium;Single;Medium;No
Female;54;Full time;Medium;Single;Medium;No
Male;38;Self employed;Low;DP;Low;Yes 
Female;20;A student;Medium;Single;Medium;Yes 
Male;34;Full time;Low;Single;Medium;No
Female;42;Part time;High;Married;Medium;No
Female;51;Full time;Low;DP;Medium;Yes 
Female;60;Unemployed;High;Married;High;Yes 
Female;23;Full time;High;Married;High;Yes 
Male;52;Full time;High;Married;Medium;No
Female;55;Unemployed;Low;Married;Medium;Yes 
Male;20;A student;Low;DP;Low;Yes 
Male;55;Full time;High;Married;High;Yes 
Male;53;Full time;High;Married;High;No
Male;62;Self employed;High;Married;Medium;Yes 
Female;33;Part time;High;Married;High;Yes 
Male;34;Full time;High;Married;Medium;Yes 
Female;50;Unemployed;Low;Married;Low;No
Female;31;Unemployed;Low;DP;Low;Yes 
Male;49;Retired;Medium;Married;Low;Yes 
Female;33;Full time;Medium;Married;Medium;No
Female;33;Unemployed;Medium;Married;Medium;Yes 
Male;44;Full time;Low;Married;High;No
Female;35;Part time;Medium;Married;Low;Yes 
Male;43;Self employed;Medium;Single;Low;No
Male;32;Full time;Medium;Single;Medium;Yes 
Male;27;Full time;Low;Married;High;Yes 
Male;36;Unemployed;Low;Single;Low;No
Female;48;Full time;High;DP;High;No
Male;29;Full time;High;Single;Medium;Yes 
Male;25;Full time;Medium;Single;Medium;No
Male;50;Full time;Low;Married;Medium;Yes 
Male;53;Full time;Medium;Married;Medium;No
Female;52;Unemployed;Low;Single;Low;No
Male;63;Retired;High;Married;High;No
Male;64;Retired;Medium;Married;High;Yes 
Male;56;Full time;High;Married;Medium;Yes 
Male;22;A student;Medium;Single;Medium;Yes 
Female;60;Unemployed;Low;Married;High;No
Female;58;Unemployed;High;Married;High;No
Female;61;Full time;Low;Married;Low;Yes 
Female;44;Unemployed;Medium;Single;Low;No
Female;40;Full time;High;Married;High;Yes 
Male;34;Full time;High;Married;High;No
Female;53;Retired;Low;Married;High;No
Male;48;Full time;Medium;Divorced;Low;No
Male;53;Part time;Medium;Married;Medium;Yes 
Male;61;Unemployed;High;Married;Low;No
Female;25;Part time;Medium;Divorced;Low;No
Male;31;Unemployed;Low;Single;Low;No
Male;36;Full time;High;Married;High;Yes 
Male;27;A student;Low;DP;Medium;Yes 
Female;24;Full time;Medium;Married;Low;No
Female;44;Part time;Low;Single;Low;Yes 
Male;40;Full time;High;Married;High;No
Female;34;Full time;High;Married;Medium;No
Male;44;Self employed;High;Married;Medium;No
Male;34;Full time;Medium;Married;High;Yes 
Female;21;Part time;High;Single;Medium;Yes 
Male;63;Retired;Medium;Married;Medium;No
Female;63;Retired;Low;Married;High;Yes 
Male;58;Full time;Medium;Married;Medium;Yes 
Female;52;Full time;Low;Married;High;No
Female;49;Part time;Medium;DP;Medium;No
Male;44;Full time;Low;Married;Medium;Yes 
Male;39;Full time;High;Married;High;Yes 
Female;20;A student;Medium;Single;Low;No
Female;28;Full time;Medium;Married;High;Yes 
Male;55;Full time;Medium;Married;Medium;Yes 
Female;37;Full time;Medium;Married;Low;No
Male;41;Full time;Low;Married;Medium;Yes 
Male;31;Full time;Medium;Married;High;No
Female;46;Unemployed;Low;Single;Low;No
Female;26;Unemployed;Low;DP;Low;No
Female;30;Unemployed;Low;Married;Low;Yes 
Male;25;Unemployed;Low;Single;Low;Yes 
Female;54;Unemployed;Low;Married;Medium;Yes 
Female;58;Retired;High;Married;Medium;Yes 
Female;35;Full time;High;Married;High;Yes 
Male;55;Unemployed;Low;Divorced;Low;Yes 
Female;35;Unemployed;Low;Single;Medium;Yes 
Male;56;Full time;Low;Divorced;Medium;No
Male;34;Full time;Low;Married;Low;Yes 
Male;60;Full time;Medium;Married;Low;No
Male;42;Full time;High;DP;Low;Yes 
Male;30;Part time;Low;Single;Low;Yes 
Male;47;Full time;Medium;Married;Low;No
Male;53;Full time;High;Married;High;No
Male;57;Retired;Medium;Married;Medium;Yes 
Female;61;Unemployed;Low;DP;Low;No
Female;60;Part time;Low;Married;Medium;No
Female;26;Full time;Medium;Single;Low;No
Male;48;Full time;Medium;Married;Low;Yes 
Male;52;Full time;Low;Married;Medium;No
Female;63;Full time;Medium;Widowed;Low;Yes 
Male;38;Full time;High;Married;High;No
Male;57;Retired;Low;Single;Low;No
Female;26;Part time;High;Married;High;Yes 
Female;54;Full time;High;Married;High;No
Male;34;Full time;Medium;Married;High;Yes 
Male;29;Full time;Medium;Single;Medium;No
Female;26;Full time;High;DP;Low;Yes 
Male;38;Full time;High;Single;Medium;Yes 
Male;50;Full time;Low;Divorced;Medium;Yes 
Male;51;Full time;High;Married;High;No
Male;31;Full time;High;DP;Medium;Yes 
Male;39;Full time;High;Single;Medium;No
Male;41;Part time;Low;DP;Medium;Yes 
Female;34;Unemployed;Low;Married;Low;Yes 
Female;55;Part time;Medium;Married;Medium;Yes 
Female;30;Full time;High;Single;High;No
Female;28;Full time;Medium;Single;Medium;Yes 
Female;39;Full time;High;Married;High;Yes 
Female;21;A student;High;Single;Medium;No
Female;54;Full time;Medium;DP;Medium;No
Male;54;Full time;Low;Divorced;Low;No
Female;56;Full time;Low;Married;Low;No
Male;22;A student;High;Single;High;No
Male;42;Full time;Low;Married;High;Yes 
Female;41;Full time;High;Married;Medium;No
Female;31;Unemployed;Low;Divorced;Low;No
Female;55;Full time;Low;DP;Medium;Yes 
Male;54;Self employed;Medium;Married;Low;Yes 
Male;59;Self employed;High;Divorced;Low;No
Female;45;Full time;Medium;Married;Medium;No
Male;53;Full time;Medium;Married;High;Yes 
Female;33;Full time;High;Married;High;Yes 
Male;42;Unemployed;Medium;DP;Medium;Yes 
Female;53;Full time;Medium;Married;High;Yes 
Male;37;Full time;Medium;DP;Medium;Yes 
Male;52;Self employed;High;Divorced;High;No
Male;30;Self employed;Low;Married;Medium;Yes 
Female;25;Part time;High;DP;Medium;Yes 
Male;62;Full time;Medium;Married;Medium;Yes 
Female;27;Part time;High;DP;Medium;No
Male;37;Part time;Low;DP;Medium;No
Female;55;Full time;Medium;Married;High;Yes 
Female;33;Full time;High;Married;High;No
Male;58;Retired;Medium;Married;Medium;No
Female;38;Self employed;High;DP;Medium;Yes 
Female;29;Full time;Medium;Single;Low;Yes 
Female;53;Unemployed;Medium;Married;Low;No
Male;34;Full time;High;Married;High;Yes 
Female;31;Full time;High;Married;High;Yes 
Female;59;Full time;Medium;Married;Low;No
Male;61;Full time;High;Married;Low;Yes 
Female;59;Retired;Low;Single;Low;No
Male;25;Self employed;Low;Single;Low;No
Female;28;Full time;High;Married;Medium;Yes 
Male;41;Full time;Low;Married;Medium;No
Male;50;Part time;Low;Married;Low;Yes 
Male;20;Full time;Low;DP;Medium;No
Male;49;Self employed;High;Married;Medium;Yes 
Male;45;Full time;Low;Married;Medium;Yes 
Female;38;Full time;High;Married;Medium;Yes 
Female;28;Unemployed;High;Single;Low;Yes 
Male;27;Part time;Medium;DP;Medium;No
Female;26;Part time;Low;Single;Low;Yes 
Male;64;Retired;Low;Married;Medium;No
Male;23;Full time;High;DP;High;No
Male;56;Retired;Medium;Married;Low;Yes 
Female;35;Full time;High;Single;Medium;No
Male;31;Unemployed;Medium;Married;Low;Yes 
Female;30;Part time;Medium;Married;High;No
Male;42;Full time;High;Single;High;Yes 
Male;56;Full time;Medium;Married;Medium;No
Female;62;Self employed;High;Single;Medium;Yes 
Female;26;Full time;High;DP;Medium;No
Male;55;Full time;Medium;Married;Medium;No
Male;58;Unemployed;Low;Single;Low;No
Female;30;Full time;High;Married;High;No
Male;29;Full time;High;DP;Medium;No
Male;62;Unemployed;High;Single;Low;No
Female;38;Full time;High;Single;High;Yes 
Male;61;Retired;Medium;Married;Low;Yes 
Male;59;Full time;Low;Married;Medium;Yes 
Male;46;Full time;Low;Married;Medium;Yes 
Male;23;Part time;High;DP;Medium;No
Male;57;Part time;High;DP;Low;No
Male;63;Retired;Low;Married;Medium;No
Male;56;Full time;Low;Married;Medium;No
Female;51;Self employed;Medium;Single;Medium;No
Female;54;Unemployed;Low;Married;Medium;Yes 
Male;54;Full time;Medium;Married;Low;No
Male;48;Full time;Low;Married;Medium;No
Male;37;Full time;Low;Married;Medium;No
Female;64;Unemployed;Low;Married;High;Yes 
Female;33;Full time;High;DP;High;No
Male;29;Full time;Low;DP;Medium;No
Male;44;Full time;High;Single;High;No
Male;28;Unemployed;Low;Single;Medium;Yes 
Male;26;Full time;Medium;DP;Medium;No
Female;54;Unemployed;Low;Divorced;Low;Yes 
Male;23;Part time;High;Single;Low;Yes 
Female;49;Full time;High;Married;High;Yes 
Male;63;Full time;High;Married;Medium;No
Female;60;Prefer not to answer;Low;Married;Medium;Yes 
Female;25;Full time;High;Married;High;No
Male;24;Unemployed;High;Single;High;No
Male;32;Full time;High;Single;Medium;Yes 
Male;43;Full time;Medium;Single;Medium;No
Male;25;Self employed;High;Single;Low;No
Female;24;A student;High;Single;High;No
Male;38;Full time;Medium;Married;Medium;Yes 
Female;62;Retired;Low;Married;Medium;Yes 
Male;33;Unemployed;Low;Married;Low;No
Female;55;Unemployed;Medium;Married;Medium;No
Male;20;Unemployed;Medium;Single;High;Yes 
Male;59;Full time;Low;Single;Medium;No
Male;34;Full time;High;Married;High;Yes 
Male;44;Full time;Low;Married;Medium;No
Female;34;Full time;High;DP;High;No
Female;58;Part time;High;Married;High;Yes 
Male;40;Full time;High;Married;Medium;No
Male;64;Retired;Medium;Married;High;Yes 
Female;42;Unemployed;High;Married;High;Yes 
Female;59;Unemployed;Low;Married;Low;Yes 
Female;47;Unemployed;Low;DP;Low;No
Male;34;Full time;High;Married;Low;No
Female;28;Unemployed;High;Married;Low;No
Female;31;Unemployed;High;Married;Medium;No
Male;53;Unemployed;High;Married;High;No
Female;51;Part time;Medium;Married;High;Yes 
Female;50;Unemployed;Medium;Married;Low;No
Male;30;Full time;Medium;DP;Medium;No
Female;45;Full time;Low;DP;Medium;Yes 
Female;37;Full time;High;DP;Medium;Yes 
Female;21;Part time;Medium;DP;Low;Yes 
Male;63;Full time;Low;DP;Medium;No
Female;30;Full time;Low;Single;Low;Yes 
Male;33;Full time;Medium;DP;High;No
Female;32;Full time;High;Married;High;No
Female;55;Unemployed;Low;DP;Low;Yes 
Male;56;Full time;Low;Married;Low;No
Female;35;Full time;Medium;Married;Low;Yes 
Male;37;A student;Medium;Divorced;Medium;No
Male;45;Full time;High;Married;Medium;Yes 
Female;33;Full time;High;Single;High;Yes 
Male;43;Self employed;Low;Married;Medium;Yes 
Male;24;A student;High;Single;Medium;No
Male;29;Full time;Medium;Single;Low;No
Male;35;Full time;High;Married;Medium;Yes 
Male;20;Full time;High;Single;High;Yes 
Female;33;Self employed;High;Married;Medium;No
Female;23;Full time;Medium;Married;High;Yes 
Male;28;Full time;High;Married;High;No
Female;40;Unemployed;Low;DP;Medium;Yes 
Male;54;Full time;High;Married;Medium;Yes 
Male;38;Full time;High;Married;High;No
Female;45;Unemployed;Low;Married;Low;No
Male;51;Self employed;High;DP;High;No
Male;37;Full time;High;DP;High;No
Male;49;Full time;High;Single;Medium;No
Male;26;Self employed;Medium;Married;High;Yes 
Female;22;A student;High;Single;Medium;No
Male;23;A student;Medium;Single;Medium;No
Male;48;Retired;Medium;Married;Low;No
Female;29;Prefer not to answer;High;Married;High;No
Female;30;Full time;High;Married;High;No
Female;25;Full time;High;DP;Low;No
Male;24;A student;High;Single;Low;Yes 
Male;57;Full time;Low;Married;High;No
Female;44;Full time;Medium;Married;Low;No
Male;32;Full time;High;Married;High;Yes 
Female;59;Unemployed;Low;Married;Low;Yes 
